customer_id,customer_name,gender,past_3_years_bike_related_purchases,dob,age,age_group,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,customer_title,state
1861,Noemi,Female,26,24671,53.27805001,60,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8,Potential Customer,NSW
1863,Ed,Male,10,28621,42.45613221,50,VP Product Management,Telecommunications,High Net Worth,N,No,20,Almost Lost Customer,NSW
1864,Anette,Female,45,22100,60.32188563,70,Senior Quality Engineer,Retail,Mass Customer,N,No,18,Recent Customer,QLD
1866,Hettie,Male,27,33884,28.03695412,30,Marketing Manager,Manufacturing,Mass Customer,N,No,2,Recent Customer,NSW
1868,Pamella,Female,11,32316,32.33284453,40,Assistant Manager,Retail,Mass Customer,N,No,10,Potential Customer,QLD
1869,Salvador,Female,73,28417,43.01503632,50,Geologist IV,Financial Services,High Net Worth,N,Yes,9,Late Bloomer,QLD
1871,Orpha,Female,52,34357,26.74106371,30,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8,Evasive Customer,QLD
1872,Myles,Male,75,26812,47.41229659,50,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,14,Almost Lost Customer,NSW
1873,Denae,Male,49,33794,28.28352947,30,General Manager,Manufacturing,Affluent Customer,N,Yes,4,Becoming Loyal,VIC
1875,Rolande,Male,4,21561,61.79859796,70,Staff Scientist,Retail,High Net Worth,N,Yes,19,Almost Lost Customer,QLD
1876,Irish,Male,16,28273,43.40955686,50,Recruiting Manager,Financial Services,Affluent Customer,N,No,21,Evasive Customer,NSW
1877,Alice,Male,13,24359,54.13284453,60,Associate Professor,Financial Services,High Net Worth,N,Yes,16,High Risk Customer,QLD
1878,Jamee,Male,6,20034,65.9821596,70,Account Coordinator,Health,Affluent Customer,N,No,10,Potential Customer,QLD
1879,Jazmin,Male,4,24587,53.508187,60,Account Representative I,Manufacturing,High Net Worth,N,No,5,High Risk Customer,NSW
1882,Shella,Male,86,23502,56.48078974,60,Account Executive,Manufacturing,Affluent Customer,N,No,10,Almost Lost Customer,NSW
1885,Athena,Male,18,30251,37.99037878,40,Software Consultant,Health,High Net Worth,N,Yes,11,Platinum Customer,NSW
1886,Calvin,Female,35,28755,42.08900892,50,Nurse,IT,Affluent Customer,N,No,18,Becoming Loyal,NSW
1887,Lanny,Female,22,23915,55.34928289,60,Director of Sales,IT,Affluent Customer,N,Yes,8,Almost Lost Customer,VIC
1888,Lon,Female,67,37282,18.72736508,20,Food Chemist,Health,Mass Customer,N,Yes,1,High Risk Customer,NSW
1889,Parker,Male,98,26852,47.30270755,50,Quality Control Specialist,Retail,Affluent Customer,N,No,11,Evasive Customer,NSW
1890,Selene,Male,89,26580,48.04791303,50,Analyst Programmer,Financial Services,Mass Customer,N,No,7,Late Bloomer,QLD
1891,Barabara,Male,6,32934,30.63969385,40,Marketing Manager,Retail,Mass Customer,N,Yes,19,Losing Customer,NSW
1894,Susanne,Male,86,27851,44.56572125,50,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,17,Late Bloomer,VIC
1895,Carlita,Female,53,27639,45.14654316,50,Technical Writer,Manufacturing,Mass Customer,N,No,15,Becoming Loyal,VIC
1898,Theodora,Female,67,29183,40.91640618,50,Developer III,Manufacturing,Affluent Customer,N,Yes,12,Losing Customer,QLD
1900,Ciara,Male,67,29448,40.19037878,50,Safety Technician II,Financial Services,Affluent Customer,N,Yes,19,High Risk Customer,QLD
1901,Violeta,Male,40,28359,43.17394042,50,Budget/Accounting Analyst I,Argiculture,Affluent Customer,N,No,8,Almost Lost Customer,QLD
1902,Corine,Female,48,23712,55.90544727,60,Environmental Tech,Financial Services,Mass Customer,N,Yes,4,High Risk Customer,VIC
1904,Kristin,Female,60,28515,42.74654316,50,Technical Writer,IT,High Net Worth,N,Yes,14,Almost Lost Customer,NSW
1905,Howard,Female,21,19619,67.1191459,70,Help Desk Technician,Manufacturing,Affluent Customer,N,No,15,Platinum Customer,NSW
1906,Jenice,Male,69,32257,32.49448837,40,Product Engineer,Retail,Mass Customer,N,No,22,Very Loyal,NSW
1907,Cherelle,Male,69,27337,45.97394042,50,VP Sales,Health,High Net Worth,N,No,18,Evasive Customer,NSW
1908,Naida,Female,2,23355,56.88352947,60,Help Desk Technician,Financial Services,High Net Worth,N,Yes,6,Almost Lost Customer,NSW
1909,Arlinda,Female,32,31027,35.86435138,40,Research Assistant II,Argiculture,Affluent Customer,N,Yes,13,Losing Customer,NSW
1910,Nathan,Female,20,21744,61.2972281,70,Systems Administrator I,Property,High Net Worth,N,Yes,14,Late Bloomer,NSW
1911,Maurine,Male,22,29380,40.37668015,50,Director of Sales,Manufacturing,Mass Customer,N,No,3,Almost Lost Customer,QLD
1912,Drew,Male,36,33912,27.96024179,30,Account Coordinator,Manufacturing,High Net Worth,N,No,7,Recent Customer,NSW
1913,Randell,Female,36,26970,46.97941988,50,Dental Hygienist,Health,Mass Customer,N,Yes,17,Recent Customer,NSW
1914,Brain,Male,72,25010,52.34928289,60,VP Product Management,Financial Services,Mass Customer,N,No,5,Very Loyal,QLD
1915,Tony,Female,40,19644,67.05065275,70,Social Worker,Health,Mass Customer,N,Yes,12,High Risk Customer,VIC
1916,Tuan,Male,71,34763,25.62873495,30,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7,Losing Customer,NSW
1917,Roxann,Female,7,26873,47.2451733,50,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,8,Potential Customer,NSW
1919,Majorie,Male,40,22273,59.84791303,60,VP Product Management,Argiculture,Mass Customer,N,Yes,19,High Risk Customer,QLD
1920,Octavio,Male,29,32148,32.79311851,40,Sales Associate,Financial Services,Mass Customer,N,No,13,Almost Lost Customer,NSW
1923,Gale,Male,52,25803,50.17668015,60,Health Coach IV,Health,Mass Customer,N,No,9,Becoming Loyal,VIC
1926,Ezequiel,Male,72,21139,62.95476234,70,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,10,Becoming Loyal,QLD
1927,Fredericka,Female,11,27590,45.28078974,50,Software Test Engineer I,Manufacturing,Affluent Customer,N,Yes,8,Evasive Customer,VIC
1928,Irina,Male,2,28392,43.08352947,50,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,Late Bloomer,NSW
1929,Kandi,Female,79,31697,34.02873495,40,Food Chemist,Health,Affluent Customer,N,No,20,High Risk Customer,VIC
1930,Bettyann,Male,27,35230,24.34928289,30,Speech Pathologist,Manufacturing,High Net Worth,N,No,3,Late Bloomer,VIC
1931,Buena,Male,85,26974,46.96846097,50,Senior Developer,Health,Affluent Customer,N,No,6,Late Bloomer,QLD
1932,Clifton,Female,98,28128,43.80681714,50,Librarian,Entertainment,Affluent Customer,N,Yes,3,Almost Lost Customer,VIC
1933,Hanh,Male,72,29474,40.1191459,50,Automation Specialist I,Manufacturing,Affluent Customer,N,No,18,Recent Customer,NSW
1936,Lilla,Female,36,23566,56.30544727,60,Junior Executive,Manufacturing,Mass Customer,N,Yes,12,Losing Customer,VIC
1937,Tarsha,Male,69,27037,46.79585823,50,Quality Engineer,Health,Mass Customer,N,No,19,Potential Customer,NSW
1940,Royal,Female,52,28186,43.64791303,50,Teacher,Manufacturing,High Net Worth,N,Yes,8,High Risk Customer,QLD
1941,Cherrie,Male,83,33747,28.41229659,30,Librarian,Entertainment,Mass Customer,N,No,2,Becoming Loyal,QLD
1942,Roni,Male,0,31785,33.78763905,40,Programmer Analyst II,Financial Services,High Net Worth,N,No,19,Platinum Customer,NSW
1943,Layne,Male,35,31323,35.05339248,40,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,13,Lost Customer,NSW
1944,Isaura,Male,73,29432,40.2342144,50,Programmer III,Argiculture,High Net Worth,N,Yes,8,Becoming Loyal,VIC
1947,Manuel,Female,66,23356,56.88078974,60,Geologist II,Telecommunications,Affluent Customer,N,Yes,18,Recent Customer,NSW
1949,Nicky,Female,9,19854,66.47531029,70,Legal Assistant,Manufacturing,Mass Customer,N,No,7,Potential Customer,NSW
1950,Thomasine,Male,27,23291,57.05887193,60,Web Developer II,Manufacturing,Affluent Customer,N,Yes,19,Very Loyal,NSW
1951,Tameika,Male,93,36684,20.36572125,30,Health Coach II,Manufacturing,Mass Customer,N,Yes,2,Almost Lost Customer,VIC
1952,Elayne,Female,35,27058,46.73832399,50,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9,Losing Customer,QLD
1953,Mckenzie,Female,23,28646,42.38763905,50,Paralegal,Financial Services,High Net Worth,N,No,12,Very Loyal,VIC
1954,Cliff,Male,88,24805,52.91092673,60,VP Sales,Manufacturing,Affluent Customer,N,No,5,Almost Lost Customer,NSW
1956,Han,Male,36,34523,26.28626919,30,Human Resources Assistant I,Health,Affluent Customer,N,Yes,3,Late Bloomer,QLD
1957,Barbra,Male,1,28387,43.0972281,50,Accountant IV,Property,Affluent Customer,N,No,4,Recent Customer,VIC
1959,Hyman,Male,3,28751,42.09996782,50,Director of Sales,Health,Mass Customer,N,Yes,16,Almost Lost Customer,QLD
1962,Phil,Male,13,28430,42.97941988,50,Sales Representative,Retail,Mass Customer,N,Yes,22,Lost Customer,NSW
1963,Nila,Male,81,35872,22.59037878,30,Biostatistician I,Argiculture,Mass Customer,N,Yes,4,Recent Customer,QLD
1964,Shanel,Female,60,23547,56.35750207,60,Mechanical Systems Engineer,Financial Services,Affluent Customer,N,Yes,9,Almost Lost Customer,QLD
1965,Simon,Male,81,27012,46.86435138,50,Web Designer III,Retail,Mass Customer,N,Yes,3,Becoming Loyal,NSW
1967,Veronika,Female,88,31370,34.92462536,40,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,17,Potential Customer,NSW
1968,Soraya,Female,31,34497,26.35750207,30,Librarian,Entertainment,Mass Customer,N,No,1,Evasive Customer,QLD
1969,Haydee,Male,54,22468,59.31366645,60,Teacher,IT,Mass Customer,N,Yes,19,Potential Customer,VIC
1970,Jadwiga,Male,51,30186,38.16846097,40,Desktop Support Technician,Manufacturing,Mass Customer,N,No,7,Very Loyal,VIC
1973,Lurlene,Female,52,29231,40.78489933,50,Media Manager IV,Financial Services,High Net Worth,N,No,5,High Risk Customer,NSW
1975,Venetta,Female,39,24034,55.02325549,60,Product Engineer,Health,Affluent Customer,N,No,4,Lost Customer,QLD
1976,Cherise,Female,84,27622,45.19311851,50,Product Engineer,Manufacturing,Mass Customer,N,No,11,Evasive Customer,VIC
1978,Queen,Female,53,20095,65.81503632,70,Dental Hygienist,Health,Mass Customer,N,No,16,Recent Customer,VIC
1979,Spring,Male,98,22051,60.45613221,70,Statistician III,Manufacturing,Mass Customer,N,Yes,11,Potential Customer,QLD
1980,Terrell,Male,97,33775,28.33558426,30,Food Chemist,Health,High Net Worth,N,Yes,7,Late Bloomer,NSW
1982,Kyra,Female,80,24927,52.57668015,60,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,16,Losing Customer,NSW
1983,Leona,Female,6,23080,57.63695412,60,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,18,Becoming Loyal,QLD
1984,Cathy,Male,70,36312,21.38489933,30,Information Systems Manager,Health,Mass Customer,N,Yes,1,Losing Customer,NSW
1987,Antoinette,Male,56,20614,64.39311851,70,Research Associate,Health,Affluent Customer,N,No,8,Late Bloomer,NSW
1988,Bettie,Male,27,20925,63.54106371,70,Recruiting Manager,Property,Mass Customer,N,No,8,Almost Lost Customer,VIC
1989,Renee,Female,46,26866,47.26435138,50,Graphic Designer,Property,High Net Worth,N,Yes,17,Late Bloomer,NSW
1991,Darryl,Male,35,34239,27.06435138,30,Research Nurse,Health,Mass Customer,N,Yes,8,Platinum Customer,NSW
1992,Garnet,Female,28,34993,24.99859796,30,Web Developer I,Manufacturing,Mass Customer,N,Yes,3,Almost Lost Customer,NSW
1996,Elene,Male,4,31410,34.81503632,40,Structural Engineer,Manufacturing,Mass Customer,N,No,4,Becoming Loyal,QLD
1998,Catrina,Male,13,27479,45.58489933,50,Media Manager IV,Manufacturing,High Net Worth,N,No,21,Evasive Customer,VIC
1999,Eusebia,Female,6,22874,58.20133768,60,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7,Becoming Loyal,QLD
2001,Eleanore,Female,21,28404,43.05065275,50,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3,Late Bloomer,NSW
2002,Erlene,Female,55,26104,49.35202262,50,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,12,Lost Customer,NSW
2003,Diedra,Female,80,22818,58.35476234,60,Statistician III,Manufacturing,High Net Worth,N,Yes,8,Lost Customer,QLD
2004,Chester,Male,16,23174,57.37941988,60,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10,High Risk Customer,NSW
2005,Julia,Female,41,28722,42.17941988,50,Accountant I,Manufacturing,High Net Worth,N,No,17,Very Loyal,VIC
2006,Yuonne,Female,33,36437,21.04243358,30,Senior Developer,Property,High Net Worth,N,Yes,2,Evasive Customer,NSW
2007,Alleen,Male,8,25671,50.53832399,60,Programmer I,Manufacturing,Mass Customer,N,Yes,15,Potential Customer,NSW
2008,Daron,Male,77,34177,27.2342144,30,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3,Potential Customer,QLD
2009,Maryrose,Female,19,21991,60.62051577,70,Staff Accountant IV,Health,Affluent Customer,N,Yes,19,Becoming Loyal,NSW
2010,Letitia,Male,88,27060,46.73284453,50,Data Coordiator,Manufacturing,High Net Worth,N,Yes,7,Late Bloomer,NSW
2011,Niki,Male,68,28512,42.75476234,50,VP Sales,Manufacturing,High Net Worth,N,Yes,12,Lost Customer,NSW
2012,Maia,Female,55,26549,48.13284453,50,Health Coach I,Health,High Net Worth,N,No,4,Becoming Loyal,NSW
2013,Buddy,Female,99,34921,25.19585823,30,Registered Nurse,Health,Affluent Customer,N,Yes,19,Platinum Customer,NSW
2014,Paris,Female,49,33018,30.40955686,40,Associate Professor,Manufacturing,Mass Customer,N,Yes,8,Losing Customer,NSW
2015,Domingo,Female,6,27079,46.68078974,50,Health Coach IV,Health,Affluent Customer,N,No,7,Losing Customer,NSW
2016,Maggie,Female,89,36118,21.91640618,30,Executive Secretary,Retail,Affluent Customer,N,Yes,1,High Risk Customer,NSW
2017,Thomasena,Male,67,34741,25.68900892,30,Programmer II,Financial Services,Affluent Customer,N,Yes,6,Very Loyal,NSW
2018,Georgianne,Male,80,23041,57.74380344,60,Senior Developer,Financial Services,Affluent Customer,N,No,12,Potential Customer,NSW
2019,Else,Female,48,19615,67.13010481,70,VP Marketing,Entertainment,High Net Worth,N,No,17,Late Bloomer,QLD
2020,Emiko,Female,50,26059,49.47531029,50,Biostatistician IV,Property,Affluent Customer,N,Yes,14,Potential Customer,VIC
2024,Michell,Female,69,36721,20.26435138,30,VP Sales,IT,Mass Customer,N,Yes,2,Potential Customer,QLD
2026,Tandy,Female,62,32038,33.09448837,40,Structural Engineer,Property,Mass Customer,N,Yes,7,Evasive Customer,NSW
2028,Ai,Female,25,28104,43.87257056,50,Director of Sales,Retail,Affluent Customer,N,Yes,18,Potential Customer,NSW
2029,Marcus,Male,10,33673,28.61503632,30,Nurse,Manufacturing,Mass Customer,N,No,7,Platinum Customer,QLD
2030,Kathlene,Male,3,22290,59.80133768,60,Administrative Officer,Property,High Net Worth,N,No,15,Evasive Customer,VIC
2032,Shanika,Male,98,30568,37.12188563,40,Quality Control Specialist,Property,Mass Customer,N,Yes,9,Recent Customer,NSW
2033,Emilio,Male,36,26176,49.15476234,50,Dental Hygienist,Health,High Net Worth,N,No,10,Very Loyal,NSW
2034,Nadine,Female,87,27039,46.79037878,50,Speech Pathologist,Manufacturing,Mass Customer,N,No,8,Almost Lost Customer,NSW
2035,Lorretta,Male,40,29007,41.39859796,50,Senior Developer,Health,Mass Customer,N,No,19,Evasive Customer,NSW
2037,Mellie,Male,19,32512,31.79585823,40,VP Marketing,IT,Mass Customer,N,No,6,Evasive Customer,NSW
2038,Marjorie,Female,9,21880,60.92462536,70,Structural Engineer,Financial Services,Mass Customer,N,Yes,5,Becoming Loyal,VIC
2039,Elisabeth,Female,38,28575,42.5821596,50,Senior Developer,IT,High Net Worth,N,Yes,7,Evasive Customer,NSW
2040,Elaina,Male,25,25451,51.14106371,60,VP Sales,Retail,Affluent Customer,N,Yes,12,Lost Customer,QLD
2041,Adria,Male,52,21120,63.00681714,70,VP Accounting,Financial Services,Mass Customer,N,No,17,Losing Customer,NSW
2042,Manie,Male,65,25064,52.20133768,60,Registered Nurse,Health,Mass Customer,N,No,17,Recent Customer,VIC
2044,Kecia,Female,84,36009,22.21503632,30,Quality Engineer,Health,Mass Customer,N,Yes,1,Becoming Loyal,NSW
2045,Karan,Female,15,30866,36.30544727,40,VP Sales,Financial Services,High Net Worth,N,No,15,Late Bloomer,NSW
2047,Shonda,Female,45,27497,45.53558426,50,Paralegal,Financial Services,Affluent Customer,N,Yes,21,Lost Customer,QLD
2048,Micheal,Female,22,22019,60.54380344,70,Financial Advisor,Financial Services,High Net Worth,N,No,13,Losing Customer,NSW
2049,Brittany,Male,21,22689,58.708187,60,Assistant Professor,Manufacturing,High Net Worth,N,No,5,Losing Customer,NSW
2051,Gayla,Female,8,21716,61.37394042,70,Geological Engineer,Manufacturing,Affluent Customer,N,No,20,Losing Customer,NSW
2055,Tonette,Male,46,29478,40.108187,50,Administrative Assistant III,Retail,High Net Worth,N,No,7,Platinum Customer,NSW
2056,Carline,Female,65,31475,34.63695412,40,Biostatistician IV,Property,High Net Worth,N,No,22,Almost Lost Customer,NSW
2057,Jamie,Female,99,21827,61.06983084,70,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,15,Very Loyal,VIC
2058,Gino,Female,99,28525,42.7191459,50,Database Administrator I,Argiculture,High Net Worth,N,No,7,Almost Lost Customer,QLD
2060,Karisa,Female,17,21573,61.76572125,70,Statistician II,Financial Services,Mass Customer,N,No,17,Platinum Customer,VIC
2061,Maragret,Female,71,30340,37.74654316,40,Technical Writer,Manufacturing,High Net Worth,N,No,4,Almost Lost Customer,QLD
2062,Scarlet,Male,67,27991,44.1821596,50,Junior Executive,Retail,Mass Customer,N,No,18,Potential Customer,QLD
2063,Waneta,Male,55,23179,57.36572125,60,Clinical Specialist,Health,Affluent Customer,N,No,16,Becoming Loyal,VIC
2064,Magaly,Male,99,25342,51.43969385,60,VP Marketing,Health,Mass Customer,N,Yes,18,Evasive Customer,QLD
2065,Renna,Male,66,28562,42.61777604,50,Technical Writer,Retail,Mass Customer,N,Yes,12,Evasive Customer,NSW
2066,Omer,Male,91,25558,50.84791303,60,Food Chemist,Health,High Net Worth,N,Yes,12,Evasive Customer,NSW
2067,Robby,Male,81,28980,41.47257056,50,Registered Nurse,Health,Mass Customer,N,No,17,Recent Customer,NSW
2072,Clotilde,Female,30,22026,60.52462536,70,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9,Platinum Customer,VIC
2075,Shayla,Female,95,26777,47.508187,50,Environmental Tech,Manufacturing,Mass Customer,N,No,8,Becoming Loyal,QLD
2076,Paola,Female,73,25357,51.39859796,60,Assistant Manager,Manufacturing,Mass Customer,N,Yes,5,Recent Customer,VIC
2077,Von,Female,67,33660,28.65065275,30,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,Lost Customer,QLD
2078,Cordelia,Female,15,32750,31.14380344,40,Computer Systems Analyst III,Manufacturing,Mass Customer,N,No,3,High Risk Customer,NSW
2081,Evette,Female,69,26471,48.34654316,50,Senior Editor,Financial Services,Mass Customer,N,No,13,Becoming Loyal,NSW
2082,Lincoln,Female,38,29196,40.88078974,50,Legal Assistant,Health,Affluent Customer,N,Yes,19,Very Loyal,NSW
2085,Moshe,Female,83,20578,64.49174864,70,Pharmacist,Health,Mass Customer,N,No,11,Late Bloomer,VIC
2086,Carman,Male,68,35433,23.79311851,30,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1,Lost Customer,NSW
2087,Corinne,Male,76,25362,51.38489933,60,Administrative Officer,IT,Mass Customer,N,Yes,15,High Risk Customer,VIC
2088,Goldie,Male,2,25485,51.04791303,60,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14,Very Loyal,QLD
2089,May,Male,93,21192,62.80955686,70,Safety Technician I,Financial Services,High Net Worth,N,No,15,Lost Customer,NSW
2090,Edwina,Male,63,23716,55.89448837,60,Help Desk Technician,Financial Services,Mass Customer,N,Yes,17,Lost Customer,NSW
2091,Caridad,Female,27,29394,40.33832399,50,Office Assistant II,Argiculture,Mass Customer,N,No,9,Lost Customer,NSW
2092,Sarah,Male,14,28481,42.83969385,50,Safety Technician IV,Manufacturing,High Net Worth,N,No,18,Becoming Loyal,VIC
2093,Beverlee,Male,94,36413,21.108187,30,Programmer II,Financial Services,High Net Worth,N,No,2,Losing Customer,NSW
2095,Carolyn,Female,69,32825,30.93832399,40,Account Executive,Manufacturing,Affluent Customer,N,No,8,Recent Customer,VIC
2096,Rochel,Female,74,25344,51.4342144,60,Programmer III,Telecommunications,High Net Worth,N,Yes,12,Evasive Customer,NSW
2097,Zada,Male,38,32241,32.53832399,40,Recruiter,Telecommunications,Mass Customer,N,No,21,Potential Customer,QLD
2098,Harold,Female,82,25550,50.86983084,60,Dental Hygienist,Health,High Net Worth,N,No,16,Becoming Loyal,QLD
2099,Eva,Male,40,21826,61.07257056,70,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19,Losing Customer,NSW
2100,Oswaldo,Male,34,28640,42.40407741,50,Marketing Assistant,IT,Mass Customer,N,No,14,Late Bloomer,VIC
2103,Shery,Male,94,27659,45.09174864,50,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,18,Platinum Customer,NSW
2104,Ashely,Female,31,28884,41.73558426,50,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,11,Losing Customer,QLD
2105,Ethyl,Male,29,26248,48.95750207,50,Food Chemist,Health,High Net Worth,N,Yes,6,Potential Customer,VIC
2106,Twila,Male,91,25646,50.60681714,60,Project Manager,Financial Services,High Net Worth,N,Yes,13,Becoming Loyal,NSW
2107,Shandra,Female,2,33795,28.28078974,30,Biostatistician IV,IT,Affluent Customer,N,Yes,4,Almost Lost Customer,QLD
2108,Natalie,Female,41,31375,34.91092673,40,Software Test Engineer IV,Property,Mass Customer,N,Yes,18,Recent Customer,QLD
2109,Deloras,Female,14,23845,55.54106371,60,Account Representative II,Health,High Net Worth,N,Yes,18,Platinum Customer,NSW
2110,Dani,Male,29,26876,47.23695412,50,Human Resources Assistant III,Manufacturing,High Net Worth,N,No,14,Potential Customer,QLD
2111,Laurinda,Male,98,27026,46.82599522,50,Speech Pathologist,Property,Affluent Customer,N,Yes,12,Platinum Customer,NSW
2112,Jovita,Female,64,34106,27.42873495,30,Accounting Assistant I,Financial Services,Mass Customer,N,Yes,6,Becoming Loyal,NSW
2113,Aleida,Female,91,26304,48.80407741,50,Internal Auditor,Manufacturing,Affluent Customer,N,No,17,Potential Customer,QLD
2114,Dena,Male,78,20057,65.9191459,70,Safety Technician III,Argiculture,High Net Worth,N,No,19,Very Loyal,NSW
2115,Catherine,Male,17,27637,45.15202262,50,Food Chemist,Health,Mass Customer,N,Yes,17,Almost Lost Customer,VIC
2116,Shanell,Male,81,28875,41.76024179,50,Research Associate,Financial Services,Affluent Customer,N,Yes,9,Evasive Customer,VIC
2117,Malik,Male,76,34864,25.35202262,30,Computer Systems Analyst I,Health,Affluent Customer,N,No,3,Late Bloomer,NSW
2119,Debi,Female,51,31107,35.6451733,40,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17,High Risk Customer,QLD
2120,Arthur,Male,80,35433,23.79311851,30,Web Designer III,Manufacturing,Mass Customer,N,No,1,Platinum Customer,NSW
2121,Ambrose,Female,35,32554,31.68078974,40,Nurse,Financial Services,Mass Customer,N,Yes,22,Almost Lost Customer,VIC
2122,Karine,Male,85,26691,47.74380344,50,Registered Nurse,Health,High Net Worth,N,Yes,11,Becoming Loyal,VIC
2123,Curt,Female,36,34047,27.59037878,30,Software Engineer II,Manufacturing,Affluent Customer,N,No,2,Almost Lost Customer,QLD
2125,Tisha,Female,9,27421,45.74380344,50,VP Quality Control,Financial Services,High Net Worth,N,No,18,Becoming Loyal,NSW
2126,Jeromy,Male,65,21273,62.58763905,70,Product Engineer,Health,Mass Customer,N,Yes,17,Late Bloomer,NSW
2127,Bruno,Female,66,27075,46.69174864,50,Web Designer I,Manufacturing,Mass Customer,N,No,7,Late Bloomer,VIC
2128,Kristyn,Male,31,28028,44.08078974,50,Data Coordiator,Property,Affluent Customer,N,Yes,16,Recent Customer,NSW
2129,Boyd,Male,26,29501,40.0451733,50,Electrical Engineer,Manufacturing,High Net Worth,N,No,3,Lost Customer,NSW
2130,Angelica,Female,95,32874,30.80407741,40,Structural Engineer,Property,High Net Worth,N,Yes,16,Platinum Customer,NSW
2132,Deeanna,Female,16,31080,35.7191459,40,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22,Recent Customer,NSW
2133,Laticia,Female,44,35815,22.74654316,30,General Manager,Financial Services,High Net Worth,N,No,3,Evasive Customer,NSW
2134,Gillian,Male,16,36577,20.65887193,30,Nurse,Manufacturing,Affluent Customer,N,No,2,High Risk Customer,VIC
2136,Valery,Female,21,23935,55.29448837,60,Office Assistant I,Health,High Net Worth,N,Yes,5,Becoming Loyal,NSW
2137,Sherrill,Female,46,26106,49.34654316,50,Chemical Engineer,Manufacturing,Affluent Customer,N,No,5,Late Bloomer,QLD
2138,Tasha,Female,23,28822,41.90544727,50,Graphic Designer,Manufacturing,High Net Worth,N,No,15,Recent Customer,NSW
2139,Alecia,Female,87,29988,38.71092673,40,Accountant II,IT,Affluent Customer,N,Yes,7,High Risk Customer,VIC
2140,Jesenia,Male,59,28033,44.06709111,50,Help Desk Operator,Telecommunications,High Net Worth,N,No,21,Almost Lost Customer,QLD
2141,Latoria,Female,50,23610,56.18489933,60,Programmer I,Financial Services,High Net Worth,N,Yes,4,High Risk Customer,NSW
2144,Tarra,Female,12,28591,42.53832399,50,Office Assistant IV,Property,Mass Customer,N,Yes,9,Late Bloomer,NSW
2145,Sandy,Female,44,21865,60.96572125,70,Librarian,Entertainment,Affluent Customer,N,Yes,19,Lost Customer,NSW
2148,Yetta,Female,78,32587,31.59037878,40,Engineer I,Manufacturing,Mass Customer,N,Yes,15,Evasive Customer,VIC
2152,Veronique,Female,40,25147,51.97394042,60,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19,Platinum Customer,VIC
2153,Shavonda,Male,22,31698,34.02599522,40,Financial Analyst,Financial Services,Mass Customer,N,No,10,Losing Customer,QLD
2154,Halley,Female,86,29228,40.79311851,50,Chemical Engineer,Manufacturing,High Net Worth,N,No,6,Potential Customer,NSW
2156,Lael,Male,96,28223,43.54654316,50,Desktop Support Technician,Retail,Mass Customer,N,Yes,18,Almost Lost Customer,NSW
2157,Carmelita,Female,52,28520,42.73284453,50,Community Outreach Specialist,Property,Mass Customer,N,No,19,Lost Customer,QLD
2158,Arden,Male,11,22268,59.86161166,60,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,6,High Risk Customer,NSW
2160,Paz,Female,64,26110,49.33558426,50,Recruiter,Health,Mass Customer,N,Yes,15,High Risk Customer,VIC
2162,Genia,Male,49,27158,46.46435138,50,Paralegal,Financial Services,High Net Worth,N,Yes,10,High Risk Customer,NSW
2164,Petrina,Female,12,26892,47.19311851,50,Financial Analyst,Financial Services,Mass Customer,N,Yes,18,Losing Customer,NSW
2166,Laurena,Female,78,30995,35.95202262,40,Nurse,Property,Mass Customer,N,No,16,Losing Customer,NSW
2167,Geralyn,Female,31,35622,23.27531029,30,Librarian,Entertainment,Mass Customer,N,No,1,Evasive Customer,NSW
